date,text,NumberLikes,NumberComments,NumberViews
2021-04-14,"Healthy Chocolate 🍫 Banana Bread is finally HERE! It is MOIST, FLUFFY 💨 and so EASY to make. My fav way to use up some spotty 🍌 . TOP it with a Thick hunk with almond butter and sea salt 🧂
.
Thank you for all the encouraging words 🥺 this mama needed it ❤️. Hope everyone has a good hump day 🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Eggs
- RIPE bananas 🍌 (duh)
- Cacao Power
- Almond + Coconut Flour
- Coconut sugar
- Almond Butter (you can also use 🥜 butter 🤭)
- Chocolate Chips 🍫 
.

RECIPE on my blog, *LINK in bio ✨. Direction on my story 🎥.

https://shuangyskitchensink.com/healthy-chocolate-banana-bread/
.
.
.
#shuangyseats #paleodessert #bananabread #chocolatebananabread #chocolatebanana #chocolatelovers #chocolaterecipes,wow I need a big slice of this!!!,So fluffy and chocolatey 😍😍,Love love love chocolate banana bread ❤️absolutely beautiful!!,Need to make this ASAP😍,Looks soo moist omgggg 😍😍,Omg I want one of those chips ontop so badddd,So beautiful 😍😍😍,Wow this pic is 🤩😱🤤,I need a slice😍😍😍,This is everything 🔥🔥🔥,INSANE my friend! 😍,Wow that looks super GOOD😍,I’m so into making easy banana 🍌 bread!! Now even more that I can add lots of chocolate 🍫 like this!!,the pb and flakey sea salt just make me🤤🤤,okay this is major GOALS😍,It’s so dreamy😍😍,Love the nut butter addition 😍,Loving this flavor combo,Im going to do right now 😍😍😍😍😍😍😍,oh this one looks so decadent and delish 😍,How do you manage to make me drool everyday?!!😍😍,This looks incredible 😍,uh huh honey 👏👏👏,oh my momma bear, i need this fudgy bread,",5429,349,0
2021-04-12,"🍫 Vegan Chocolate Cookies with Peanut Butter 🥜 Frosting this is Soft n Moist, Sweet n Nutty, RICH in CHOCOLATE n LOW in sugar 💁🏻‍♀️. These bad boys are the best of both worlds.
.
Just in time for you to think about it all week. Got a whole night of sleep last night, feeling like 🦸🏻 for the day! Hope everyone has a great week ✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Flax “eggs”
- Almond flour
- Cacao Powder
- Almond Flour
- coconut oil or vegan butter
- Chocolate Chips
- Peanut Butter
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.
.
https://shuangyskitchensink.com/chocolate-cookies-with-peanut-butter-frosting/
.
#shuangyseats #vegandessert #chocolatecookies #chocolatepeanutbutter #vegandessert #vegancookies,These look so incredible,Woahh I’m drooling over these 🤤,oh that peanut butter frosting is such a dream!! happy Monday!,The frosting is calling my name!! Want it by the spoonful 😍,Okay the texture 👏🏼 also feel you on the sleep, I feel like I’m actually capable of getting through the week now 😂,The frosting to cookie ratio is UNREAL! 😍,They look so tasty!,literally salivating over these,Peanut butter frosting 😍,That frosting is amazing,Vegan + chocolate + peanut butter = it's all I ever need! 😍😍😍,I WANT TO DIVE IN,I NEED,MMMM that PB frosting though 😍,Ohhhhh dayum,this looks so good😍 hope u have a lovely week ahead🙌,I have a running list in my phone of all of your desserts I want to make and every day it increases😍,These look phenomenal,Um I need this plz,Oh yum what a treat😋,IM SPEECHLESS,It’s the pb frosting for me 😍,that PB frosting is giving me LIFE,Oh my 😍😍,",2282,281,0
2021-04-09,"I may not have the super powers of 1️⃣Having b🐄bs that are not attached to my body or 2️⃣ NO need to sleep ever, but I DO have the super power 👊🏼 of being the best mommy to Oliver. Since the day when we found out this little angel was on his way, to the day I held his little tiny hand and till forever and ever ❤️.
.

#shuangyseats #oliverthomas #newmom #newmomlife #postpartumjourney #newborn #newbornbaby #newbornbabyboy #motherhood #cutebabyboys #reelsinstagram #babyreels #momsofinstagram #mompreneur #momblogger #foodblogger,Moms do have superpowers ❤️❤️❤️,Best feeling ever! Can’t wait for my little one😍❤️,Cryinggggg ❤️❤️❤️,You do have super powers! What an amazing video. Love you two 😘😘,you’re the best mama this is so sweet!!!,love 😍😍😍,Love! Can’t get enough of following along your new journey, he’s too cute! 🤗💛,❤️❤️❤️,Awww ok at first you were pregnant again tho 🥴🤣,Yes you are!!❤️❤️❤️,Oh my goodness 🥺🥺🥺,He’s just so precious 🥺💗,Awe this video is so sweet! Super mama for sure ❤️,Love this!! Too sweet ❤️,awww!!,❤️❤️❤️❤️❤️❤️,So special!!,He is such a cutie😍,The best Mama❤️❤️,Sooo precious,Amazing❤️❤️,My heart!! I love this!! ❤️,The best mom 🙌🙌👏,Awwww what a beautiful video. I’ve been watching your journey all along and it never gets old seeing how much you love for your family ❤️,",1850,131,18362
2021-04-08,"Healthy Orange Chicken that is better than takeout 🥡 ! It is a lil crispy on the outside and juicy on the inside. Smothered in sweet and sticky sauce, this recipe hit the spot every time 💁🏻‍♀️.
.
It’s been a tough week over here but Oliver has been very good his schedule that we are trying to stick too 🤞🏼. AND we made it to FRIDAY JR. 😴! Weekend can’t come sooner.
.
•••••••••••••.
dEATs 👇🏼:
.
- Chicken breasts or thighs
- Orange 🍊 duhh
- Coconut Aminos (or soy sauce)
- vinegar, sesame oil
- Arrowroot flour (or corn starch)
.
Serve with cauli rice for #whole30 option.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/paleo-orange-chicken/
.
.
.
#shuangyseats #orangechicken #chinesefood #whole30recipe,Waaay better than takeout 😍,Looks so good!! happy thursday mama,It’s too tasty to last! 😋,This looks better than takeout 😍,Lookin wayyy better than take out 😮😍,Oooh crispy and sticky😍😍,I need!!!,Tasty and saves money 👏🏼,Love me some easy orange chicken I can make at home!,The crispy outside is making my mouth water 😍,That sticky sauce sounds AMAZING!!! I want to try it with tofu!! 😍❤️,This looks AMAZING,Take out has nothing on you! This looks amazing!! 😍,Who needs take out anyway,This sauce looks sooooo dreamy 😍😍,orange anything and i’m in 😍😍😍,This is one of my favorite ways to eat chicken😍,Yes please! 🧡🧡🧡,That chicken looks amazing,Looks amazing!,Oh I believe you and I’m so going to make this. Love orange chicken and it’s just so caloric,Mmm so flavorful,Who doesn’t love orange chicken?! Yum,i want you to make this for me 😍😍😍 it always looks amazing in your stories!,",1622,198,0
2021-04-07,"Lemon Blueberry Coffee Cake with crumble toppings ☕️ that is Soft n Fluffy 💨, Sweet and Tangy, just melts in your mouth. Glazed with coconut butter for a healthy breakfast 👌🏼, or a big scoop of ice cream 🍦 for dessert. Tom cannot resist the streusel topping and has been eating this non-stop, 💯
.
Getting over the hump of this tough week 👊🏼. Hope everyone has a great one🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Lemon 🍋 and Blueberries 🫐 (duhh)
- Almond and Tapioca Flour
- Eggs
- Coconut oil
- Coconut Sugar
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.

https://shuangyskitchensink.com/lemon-blueberry-coffee-cake/

.
#shuangyseats #paleodessert #coffeecake #lemonblueberry #healthyrecipes #breakfastcake,Lemon and blueberries are perfect together 😍😍,I need this with some coffee,Loaded with blueberries 😍,Need to try this🔥,Absolutely beautiful shuang 🥺💗love that drizzle!!,Looks incredible! 😍,The crumble gets me,Get in my belly,Lemon & blueberries 🫐 are my fav combo! This cake looks amazing,This almost looks too good to be true. ALMOST 😉,I need this with a big cup of coffee 😍😍😍,Mmmm lemon blueberry is such a glorious combo 😍,I bet that was delish 😍,This cake is perfect 🔥,That glaze on top 😍😍😍,That crumb topping makes me weeeak 😭 I’ll take mine with ice cream for breakfast please 💁🏼‍♀️,Yes please 😍,need this exact slice,This flavor combo is the best!! 😍,Lemon blueberry never gets old😍😍😍,Lemon blueberry is the best flavor 🙌,Looks so delicious ❤️,This texture looks so dreamy! 😍,This is bursting is flavor😍 i love it👏,",1985,243,0
2021-04-06,"Healthyish S’mores Brownies 🍫 is back! A rich gooey paleo brownie base TOPped with Caramelized marshmallow and sweet Graham crackers crust. These bad boys are like the best of all the worlds in one 💁🏻‍♀️. Almost in time to get into the summer 🏕 mood (going to be mid 80s today ☀️)
.
Tough transition with Tom going back to work this week.. this mama’s brain is half fried 🤪 and it’s only day ✌🏼. Anyway, Hope everyone has a great Tuesday🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Eggs
- Sweet Potatoes 🍠
- Cacao Powder
- Marshmallow duhh
- Graham crackers
- Chocolate Chips
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.
.
https://shuangyskitchensink.com/healthy-smores-brownies/
.
.
#shuangyseats #glutenfreerecipes #healthyish #smores #smoresbrownies,I want s’more 😂😂,these look amazing 😍😍 have a good day mama!,HOLY SMOKES 😍😍😍,That melty marshmallow 😍😍😍,These look incredible! (Side note- you got this, mama! 👏👏👏),S’mores brownies are just the best!! Making me wish it was summer already 🥺💗,OH HOW YUM🔥🔥,Major drool over here 😫🤤,DREAMY! 🤗 reminding me of sunny days ahead 🏔🥳,Wow! These look incredible 😍,S’mores just scream summer 😍😍😍,These look insane!,Love SMORES anything 😍,ishhhh,That texture is everything,These look pretty fantastic mama,The texture omg 😍,Mmm s’mores in brownie form sound too good to be true! 😍❤️,S’mores brownies 😍yummm! What a great flavor! These look delicious 🙌,wowowow so delish,Are you kidding me with this 🙌🙌🙌,I don’t like s’mores, but I think I’m falling for this brownie😍,Oh heck yes 😍 just what mama needs!,I want to hop into your kitchen right now 😍 sending you so much love Shuangy! Everything will work out ❤️,",2545,285,0
2021-04-05,"My little Ollie, what a lucky mommy you make me ❤️! My love for you is more than I could ever have imagined Never knew a little nugget like you could be so sweet, scream SO LOUD 😳, and p*0p so much 🤔.
.
Motherhood isn’t easy as you may have heard from all sources. But i wouldn’t trade any minute of it away. It is a magical journey with lots of joy, very little sleep 😴 we get to take together. P.S. Hormones make you forget all the pain - is TRUE. I’m totally ready for another one 👶🏼. JK JK (not) 🤷🏻‍♀️ sorry Tom.
.

#oliverthomas 
.
.
.
#shuangyseats #newbornbaby #newbornboy #newbornphotography #3weeksold #newbornphotoshoot #newmom #5weekspostpartum #cutebaby #cutebabyboys #foodblogger #newmomlife #newparents #cutebabiesofinstagram #cutebabyboys #babyboy #babyfever #boymom #newbornposing #healthylifestyle #postpartumjourney,Cuties ❤️❤️❤️❤️,love these photos 😍💛,He is the more precious 😍😍🙌 so happy for you and Tom,Oliver is the sweetest little 👼,Sooo sweet ❤️❤️❤️,The third photo has me sobbing 🥺🥺🥺HE IS PRECIOUS,He’s so perfect!😍,So precious😍😍😍😍,These photos ❤️😍 my heart!!!!,My HEART❤️ These are absolutely precious !!,Such a cutie!!!!!!,These pictures are so sweet! ❤️❤️,so pure😢😍,Omg excited and congrats he's perfect,omg these pictures are so precious🥺❤️,He is so darling!! Love the family pics ❤️,He is flawless, sweet soul,ollie you are just the cutest.,Beautiful😍,The most beautiful mom and baby boy! I am a lucky man 😍😘,so much baby love 😻,Oh my goodness so precious💗,Ommgggggggg he is perfect, you are perfect 😍,SO cute!!,",2559,214,2738
2021-04-02,"Salted PB&J overnight Oats with Caramelized bananas 🍌 to celebrate National Peanut 🥜 Butter and Jelly 🫐 Day! It is CREAMY n THICK, packed with plant-based protein from @pbfit that has less fat [ad] 💁🏻‍♀️. Everything you love about 🥜 BUTTAA.. but BETTER.
.
Hope everyone has is an OATstanding EASTER weekend🤸🏻‍♀️✨
.
•••••••••••••••
.
dEATs 👇🏼:
.
Soak overnight:
- 1/2 cup gluten free oats
- 2 tbsp @pbfit peanut powdered peanut butter 
- 1 tbsp chia seeds and/or 1 tbsp ground flax seeds
- a pinch of SALT 🧂
- 1 cup milk 🥛of choice
.
Combine all ingredients in a jar, store in the fridge overnight. Enjoy cold or heat it up in the morning ☀️.
.
Direction 🎥 on my story 👉🏼 Heat it up or eat it cold in the morning.
.
Toppings:
.
Caramelized Banana 🍌 + raspberry chia jam + peanut 🥜 butter + yogurt of choice.
.
#shuangyseats #oatmeal #pbfit #peanutbutter #nationalpeanutbutterandjellyday,What a way to celebrate 😍😍,those bananas are perfectttt and this bowl looks delicious!,The type of bowl I NEEED,Love that powdered PB! Looks so good,My favorite kinda bowl 🥺💗you’re doing Friday so right pal!!,Woahh this is the oat bowl of my dreams!! 😍,my kind of bowl for sure,My dream bowl!!!! 😇💗,Oh this looks so yummy!,These oats look so good 🙌,Yummm😍,Gimme this bowl please😩😩😩,oatmeal queen❤️❤️,Looks so delicious ❤️,Salted everythang😍😍😍😍,okay this is major GOALS😍,That glorious banana 😍😍,Loving this delicious bowl,Drooooling all over the screen ❤️,Now this is the next level breakfast 😍that caramelized banana though 😍,Delishhhh,Your salted oats >> so yummy😍,Oooh the dreamiest😍😍,love this combo 😍😍,",1452,230,0
2021-04-01,"Lemon 🍋 Blueberry Muffins that are SOFT n fluffy. JUICY bloobs 🫐 with a hint of tangy lemon, can’t get better than this combo for the spring 🌸 and summer! I couldn’t help myself but topping it with a dollop of nut butter cuz.. 🤷🏻‍♀️.
.
If you watched my story, I Tested these 4 times in the past 3 days (yes I have dozens in the fridge 😂). I will have to say now THEY ARE PERFECT.
.
•••••••••••••••.
dEATs 👇🏼:
.
- 🍋 and blueberry (duhh)
- Almond Flour + Tapioca flour
- Eggs
- Coconut oil
- Honey 🍯
-
.
.
instruction on my story 🎥. FULL RECIPE on my blog, *LINK in bio ✨.
.

https://shuangyskitchensink.com/healthy-blueberry-lemon-muffins/
.
.
#shuangyseats #glutenfreedessert #dessertforbreakfast #lemonblueberry #springrecipes #healthymuffins,You need to start selling these 😍,saved these freakishly fast 😂 they look perfect!,these look amazing!! love the blueberry lemon combo 🙌🏻,Mmmmm all that PB on top 😍,Extra nut butter for me please 😍,Woahhh there these look and sound amazing shuang!! Blueberry and lemon are the best combo for spring 🥰,These muffins look so beautiful 🙌,Ooooo here for this flavor combo 😍,That dollop of nut butter has us drooling! 😍😍,Ohhh these are calling my name! I’ll take a dozen 🙋🏻‍♀️,Lemon and Blueberry is one of my favorite combos 🫐🍋💛 delish,So indulgent 😍,BEAUTIES! So soft and glorious 😇,Wow that texture and drip are both perfect😍😍,Loveee blueberry muffins 😍❤️these look delicious 🙌🙌,What a beautiful shot! These look incredible 😍,Lemon and blueberry cant be beat. 🤩🤩!,I die over all of your recipes!,spring vibes I am here for it👏👏,Love your commitment to recipe development 🙌,Pass me one!,Can’t get over this texture and that nut butter drip 😍,The best combo!,This is Bursting in flavor😍,",2165,244,0
2021-03-31,"6ish Ingredients NO BAKE Carrot 🥕 Cake Energy Balls that are SMOOTH and FUDGY! Perfect for the Spring, Easter 🐰 or all year round really. They are vegan, paleo and SO easy to make 👌🏼. Need that for your Freezer Stash 👊🏼. So many of you requested no bake recipes for the summer, so getting ready for this continuing obsession of mine 💁🏻‍♀️.
.
Hope everyone has a great Hump Day🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews and raw walnuts
- Shredded Carrots 🥕
- Medjool dates
- Raisins
- Carrot Cake spices
- Coconut flakes for rolling
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/raw-carrot-cake-truffles/

.
#shuangyseats #vegandessert #carrotcake #carrotcakerecipe #energyballs #eastertreats,Loving your no bake snacks!!,Ok I’ll trade you 😍,omg yum, next bite for me?!,Roll some of these my way!!,Carrot cake energy all weeeeek,That’s my kinda bite 😍❤️carrot cake ALWAYS,Texture looks amazing 😍,perfect for easter week!! 😍,These look so nutritious and tasty!,SO GOOD!!,Making these today🔥,I want 10 of these 😍,Mmm that fudgy texture is just gorgeous 😍,I NEED TO HAVE THIS,You know I love me a no-bake recipe 😍,ooooo need these!!,So easy!! 😍,These are amazing 😍😍,The queen of the bite shot!! These look AMAZING! 😍,These energy balls sound so so so good 😍😍,Look at that bite shot! 👏🏻 need these in my freezer !,Love no bake always🔥,I want all of them. allll offff themmmm 😍,I want these carrot cake energy balls year round! 😍,",2849,286,0
2021-03-30,"NO BAKE Cookie Dough Cheesecake Bars 🍪 that is Fudgy n Chewy, TOPped with a layer of Chocolate-Y and Smooth 🍫 “ganache” icing. Add it to my stash of Freezer bites. They are easy to make (on my story 🎥). Perfect to make a huge batch for pre-workout or late night snack 🤱🏻. 
.
Oh don’t forget the EXTRA sea salt 🧂and chocolate chips on top, K? Hope everyone has a great Tuesday🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews
- Raw Almonds
- Nut 🥜 Butter
- Cacao powder 🍫
- Medjool dates
- Coconut oil
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.
.
#shuangyseats #vegandessert https://shuangyskitchensink.com/no-bake-cheesecake-bars/
.
#shuangyseats #veganrecipes #vegandessert #paleorecipes #nobakedessert #nobakecheesecake #nobakecake,Oh hiiii 😍,Those sea salt flakes really do look essential 🙌,These look sooooo delicious 😍,Omgggg I have to try this,I want to sink my teeth in Shuang!!,COOKIE DOUGH🤯CHEESECAKE🤯,Sign me up! 😍❤️ these bars look AMAZING,Ooh I’m loving this texture!,Wow too good girl 👏😍,Now that’s a bit shot 😍❤️always extra sea salt!,Looks so delicious babe ❤️,These look amazing 😍,Will be needing a whole batch 🥺🥺🥺🥵,The salt is a need!😍😍😍,Daaaammnnn the texture 😍❤️,Dude, stop. How. 😭😭,All my favorite ingredients! 😍,Here for this ❤️,Ah these layers look so beautiful,No bake?! This is my kinda treat 💫,omg send me a dozen 😍,Mmmm that icing 😍,Save me some😍,I would die for one,",3893,350,0
2021-03-29,"Healthy Carrot 🥕 Cake Oatmeal Bake that is SOFT n CHEWY. Just in time for your Easter 🐰 baking. Packed with all the goodies, crunchies, a DOLLOP of ice cream (or yogurt 🍦) and drizzle of maple syrup. 
.
Almost finished with my giant batch in the freezer 💁🏻‍♀️ and just about time for me to get back to the kitchen. Hope everyone has a great week ❤️!
.
••••••••••••••.
dEATs 👇🏼:
.
- GF rolled oats
- Milk of your choice
- Flax “egg” (ground flax seeds + water)
- Maple Syrup 🍁
- Carrots 🥕, raisins, pecans
.
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/carrot-cake-oatmeal-bake/

.
.
#shuangyseats #oatmealbake #veganrecipes #carrotcake #carrotoats,Oh no you didn’t 😍😍😍,This is perfect! 😍,Carrot cake oatmeal bake! Sign me up! This looks amazing 😍❤️,Woahhhh I need this ❤️❤️❤️,Gah I want a slice,This just made me insanely hungry!🔥,wow yes i need to prep this for the week!,yummm😍😍,Carrot cake for the WIN🙌🙌🙌,Omg it sounds like the perfect texture ❤️,HOLY MOLY 🔥😮🔥,Perfect for Easter!,easter carrot cake, amazing!,God I Love this😍😍,Dreamy 🔥,You topped this just right 😍,Just in time! 🧡🌞✨,This would be a crowd pleaser for sure!😍,The perfect Easter treat!!,So good 👏,So good. I’ll have to check it out! I love anything carrot🥕,Wow looks so delish!! 😍 I could def use some mm❤️,Oh i’m in love😍,Wow I would eat all of this and I don’t carrot all!!!,",2212,251,0
2021-03-26,"🍋 Lemon Poppy Seed Muffins that are FLUFFY n MOIST. Drizzles of coconut butter icing on TOP, these bad boys are sweet, tangy and screams spring 🌸. Perfect for a healthy breakfast, snack or dessert 💁🏻‍♀️. And JUST in time for your weekend baking.
.
Doing some spring cleaning and enjoying the warm weather! Hope everyone has a relaxing weekend 🤸🏻‍♂️💨.
.
••••••••••••.
dEATs 👇🏼:
.
- Lemons 🍋 (duhh)
- Poppy seeds
- Eggs
- Almond flour
- Maple Syrup
- Coconut butter
.
.
Full recipe and direction on my blog (and on my story 🎥) 👉🏼 Link in bio.
.
.
https://shuangyskitchensink.com/lemon-poppy-seed-muffins/

.
#shuangyseats #lemonpoppyseed #lemonpoppyseedmuffin #paleorecipes #springrecipes,Soo good 😍,I literally NEED these right now!!😍,this muffin sounds amazing wow ❤️,I want a bite of these! 😍,easy peasy lemon squeezey (right into our poppy seed muffin mix) 😋🍋,For the icing, what coconut butter do you use? I tried melting coconut oil but wasn’t the same,Oh, the ingredients are perfect! Need to get me one of these! 😍😍😍,need to add these to my list next!!,gorgeous!,Blackberry & Lemon Clouds are totally your vibe 🍫☁️,OMG PERFECTION,loving everything lemon right now 😍,These muffins are divine!,",2837,290,0
2021-03-25,"6ish ingredient NO BAKE BROWNIES that is Fudgy n Chewy, TOPped with a layer of Rich n Smooth 🍫 “ganache” icing, crushed walnuts and big flaky sea salt 🧂. Ya feel? The perfect healthy snacks to have in the freezer (at all times 💁🏻‍♀️).
.
Got Oliver’s 4-week appointment today (where did the time go 👶🏼)?? Hope everyone has a great Friday Jr🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews + Walnuts
- Nut 🥜 Butter
- Cacao powder 🍫
- Medjool date
- Coconut oil
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/no-bake-brownies/
.
.
#shuangyseats #vegandessert #nobakebrownies #healthybrownies #energybites #chocolatelovers #paleodessert #paleorecipes,They look delicious 😍,NOW i need to eat,Healthy and delicious 😍😍,🤤🤤🤤🤤🤤,So thicccc,So good😍,🤎🤎🤎,No way! These look too good to be true! 🤩,Sooo fudgey and chewy! 😍 you had me at No-bake 🔥🔥,😍😍,Oh MYYY,GF🙌🙌🔥🔥👏,Could gobble gobble up 👏,WOAH😍,OOOFFFF the gooooo factor!!!,Yum!!!,LOOKS LIKE PURE HEAVEN,perfect snack!,So delicious😍😍,We love no bake recipes 😍😍😍,*saves* looks soo good!! ❤️,",3423,283,0
2021-03-24,"Carrot 🥕 Cake Oatmeal Bake that is SOFT n CHEWY. Packed with the goodies - carrots, pecans, raisins and a DOLLOP of peanut BUTTA 🥜. Got a giant batch in the freezer 💁🏻‍♀️ which has been saving my morning with this healthy and quick breakfast!
.
Oliver only woke up once last night AGAIN.. 🥺I’m holding my breath 🤞🏼 Hope everyone has a great whatever day it is today ❤️!
.
••••••••••••••.
dEATs 👇🏼:
.
- GF rolled oats
- Milk of your choice
- Flax “egg” (ground flax seeds + water)
- Maple Syrup 🍁
- Carrots 🥕, raisins, pecans
.
.
.
Direction on my story 🎥. Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/carrot-cake-oatmeal-bake/

.
.
#shuangyseats #oatmealbake #veganrecipe #carrotcake #carrotoats,Oooof what a perfect breakfast 😍,Yesss🙌🙌,Soft and chewy baked oatmeal is da best,❤️❤️⬅️⬅️,Nothing better🙌,❤️❤️❤️must make,Oh this looks great 🔥,Omg😍,🥺🥺🥺 this looks so good,DROOL worthy. will be making this,Perfect 😍,Mmm carrot cake 😍,Looks delicious 😍,Amazing 😍,Amazing😍,Looks so delicious 🙌,OK🥰 going to make this tmw thank you!,U HAD ME AT BAKED OATS ❤️,😍😍,",2481,264,0
2021-03-23,"7 Ingredient PB&J crumble bars 🥜 that is SWEET n NUTTY topped with BIG creamy dollop of vanilla ice cream🍦(or yogurt), can’t think of a better dessert for breakfast 💁🏻‍♀️. This recipe is easy to make and packed with healthy fats and complex carbs 👌🏼.
.
Tempting to return to the kitchen today! 🤞🏼 Wish this mama luck 💨.
.
••••••••••••.
dEATs 👇🏼:
.
- Gluten Free oats
- Oat flour
- Peanut Butter, coconut oil
- Maple Syrup
- Jam of your choice (I used my 3 ingredient chia jam)
.
.
Full recipe and direction on my blog. Link in bio.
.

https://shuangyskitchensink.com/peanut-butter-oatmeal-bars-v-gf/
.
#shuangyseats #crumblebars #oatmealbars #veganbaking,These look incredible 😍,Girl🥺🔥,🔥🔥🔥🔥,WOW, just wow 😳,Wowow! Sooo gooey,Send it my way please 😍,This looks amazing 🙌😍,Wooo😍 this is unreal,❤️🙌Great idea👏Thanks for the inspiration👌Nice one!,Looking so good👏,Could gobble these all up,Yum😍,This is simply BEAUTIFUL,Dang these look amazing!,mmm🥰,look so good 😍,gotta try this!,Delicious 🤤,The looks incredible!! 😍💫,This looks so good😍😍,",2900,288,0
2021-03-19,"6 ingredients Whole Wheat Sweet Potato 🍠 Biscuits (say it with a southern twang 💁🏻‍♀️), that are soft and fluffy. Top with your fav 🫐jam and/or 🧈, the perfect side to go with any breakfast to kick off the best day ✨.
.
YES they are freezer friendly. You know this mama is all about the freezer nowadays 👶🏼. Oh You can also make these biscuits into pumpkin 🎃 or apple cinnamon flavors. Check out tips in the #reelsvideo .
.
••••••••.
.
dEATs 👇🏼:
.
- Dairy-free milk 🥛
- Apple cider vinegar
- Vegan Butter 🧈
- Whole Wheat or #glutenfree flour
- Coconut or brown sugar
- Baking powder
.
.
Direction and tips check out this Reels 🎥  . Full recipe on my blog 👉🏼link in bio ✨.
.
https://shuangyskitchensink.com/healthy-sweet-potato-biscuits
.
#shuangyseats #plantbased #sweetpotato #glutenfreerecipes #veganrecipes #biscuit #biscuitlove #breakfastbiscuits 
.
.
.

#healthyeating #goodmoodfood #healthyrecipes #healthydessert #easyrecipes #healthyfood #healthydiet #cleaneating #healthysnack #veganrecipes #vegandessert #healthyvegan #healthybreakfast #glutenfreevegan #healthylifestyle #veganfood #healthysnacks,Wow 😍,Fantastic indeed🔥,Mail me some?!😍,Omg yummmmm!,These look so perfect Shuangy!😍,These are amazing 😍😍,Okay this looks fantastic like HELLLOOOO,Sensational yumm,Delicious😍👏,What a fab idea! 👏🏻👏🏻,Omg 😍😍,holy heaven of fluffy 😍,This sounds SO GOOD GIRL,These look sooo good 👏,Oh I need 😍,@graziwannaflysohigh Yummy❤️❤️❤️❤️,OMG SAVEDDDD,Looks so delish 😍,Looks so good 👏,",1320,210,15480
2021-03-18,"Healthy Classic Coffee ☕️ Cake with sweet crumble toppings that is Soft n Fluffy 💨, just melts in your mouth. TOP with drizzles of almond butter for a healthy breakfast 👌🏼, or a big scoop of vanilla ice cream 🍦 for dessert. It’s one of Tom’s favorites 💁🏻‍♀️ on my list to bake once I get back to the kitchen.
.
Hope everyone has a great Friday Jr.🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Almond and Tapioca Flour
- Eggs
- Coconut oil
- Cinnamon
- Maple syrup 🍁
- Coconut Sugar
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/healthy-coffee-cake/

.
#shuangyseats #paleodessert #coffeecake #glutenfreerecipes,amazing,Here for this 😍,OKAY WOW 🔥,Perfection 🙌,Omg😍,This is perfection on a plate 🤩💯,No way 😍,Hey how can I substitute tapioca flour ?,Sounds amazing!,This looks incredible 😍,Breakfast almond and butter,Save me a slice 😍😍,classic for a reason 👏👏,Wow 🔥,NOW THISSSSS is my kind of cake 😍😍😍,Oh yum😍,looks bomb!,😍😍😍😍,Looks so good,Wow! Richtig toller Post 🙌🏼,Wow! Richtig toller Post 🙌🏼,😍 I love coffee cake,I WANT A SLICE😍,😍😍😍,",2714,299,0
