date,food name
2021-07-07,bbq saus fish slice
2021-07-07,bbq
2021-07-07,fri fu rong egg
2021-07-07,fri season veget
2021-07-07,papaya soup
2021-07-07,chicken cube w bell
2021-07-07,pepper
2021-07-07,ikan bili w peanut
2021-07-07,fri season veget
2021-07-07,sze chuan veggi
2021-07-07,soup
2021-07-07,brais duck
2021-07-07,potato w chicken minc
2021-07-07,meat
2021-07-07,fri season veget
2021-07-07,old cucumb soup
2021-07-07,thai sauc w chicken
2021-07-07,dangseng pork rib
2021-07-07,cube
2021-07-07,celeri w chines sausag
2021-07-07,fri season veget
2021-07-07,abc soup
2021-07-07,abc
2021-07-07,herbal prawn
2021-07-07,black fungu tau pok
2021-07-07,fri season veget
2021-07-07,seawe egg soup
2021-07-07,egg tofu w mushroom
2021-07-07,fri season veget
2021-07-07,fish maw soup
2021-07-07,honey chicken drumlet
2021-07-07,mix steam egg
2021-07-07,fri season veget
2021-07-07,radish dri sotong soup
2021-07-07,thai style fish slice
2021-07-07,chicken minc meat w
2021-07-07,basil
2021-07-07,fri season veget
2021-07-07,corn soup
2021-07-07,mongolian pork cube
2021-07-07,beancu skin w celeri
2021-07-07,fri season veget
2021-07-07,bitter gourd soup
2021-07-07,chicken w potato
2021-07-07,ketchup sausag
2021-07-07,fri season veget
2021-07-07,meat ball soup
2021-07-07,bbq saus fish slice
2021-07-07,bbq
2021-07-07,fri fu rong egg
2021-07-07,fri season veget
2021-07-07,papaya soup
2021-07-07,chicken cube w bell
2021-07-07,pepper
2021-07-07,ikan bili w peanut
2021-07-07,fri season veget
2021-07-07,sze chuan veggi
2021-07-07,soup
2021-07-07,brais duck
2021-07-07,potato w chicken minc
2021-07-07,meat
2021-07-07,fri season veget
2021-07-07,old cucumb soup
2021-07-07,thai sauc w chicken
2021-07-07,cube
2021-07-07,celeri w chines sausag
2021-07-07,fri season veget
2021-07-07,abc soup
2021-07-07,abc
2021-07-07,herbal prawn
2021-07-07,black fungu tau pok
2021-07-07,fri season veget
2021-07-07,seawe egg soup
2021-07-07,dangseng pork rib
2021-07-07,egg tofu w mushroom
2021-07-07,fri season veget
2021-07-07,fish maw soup
2021-07-07,honey chicken drumlet
2021-07-07,mix steam egg
2021-07-07,fri season veget
2021-07-07,radish dri sotong soup
2021-07-07,thai style fish slice
2021-07-07,chicken minc meat w
2021-07-07,basil
2021-07-07,fri season veget
2021-07-07,corn soup
2021-07-07,mongolian pork cube
2021-07-07,beancu skin w celeri
2021-07-07,fri season veget
2021-07-07,bitter gourd soup
2021-07-07,chicken w potato
2021-07-07,ketchup sausag
2021-07-07,fri season veget
2021-07-07,meat ball soup
2021-07-07,bbq saus fish slice
2021-07-07,bbq
2021-07-07,fri fu rong egg
2021-07-07,fri season veget
2021-07-07,papaya soup
2021-07-07,chicken cube w bell
2021-07-07,pepper
2021-07-07,ikan bili w peanut
2021-07-07,fri season veget
2021-07-07,sze chuan veggi
2021-07-07,soup
2021-07-07,brais duck
2021-07-07,potato w chicken minc
2021-07-07,meat
2021-07-07,fri season veget
2021-07-07,old cucumb soup
2021-07-07,thai sauc w chicken
2021-07-07,cube
2021-07-07,celeri w chines sausag
2021-07-07,fri season veget
2021-07-07,abc soup
2021-07-07,abc
2021-07-07,herbal prawn
2021-07-07,black fungu tau pok
2021-07-07,fri season veget
2021-07-07,seawe egg soup
2021-07-07,western fri chicken
2021-07-07,black pepper fish
2021-07-07,veggi w beancurd skin
2021-07-07,sweet corn w carrot soup
2021-07-07,gui hua egg
2021-07-07,stew chicken w jin zhen gu
2021-07-07,bitter gourd fri egg
2021-07-07,stir fri long bean w eggplant and minc meat
2021-07-07,chines yam w pork rib soup
2021-07-07,deep fri
2021-07-07,curri fish
2021-07-07,broccoli w meat
2021-07-07,ikan bili guoji w spinach
2021-07-07,salt veg w tofu soup
2021-07-07,fri veggi cake
2021-07-07,brais pork w beancurd
2021-07-07,cauliflow w mushroom and carrot
2021-07-07,shrimp roll
2021-07-07,herbal soup
2021-07-07,steam egg w luncheon meat
2021-07-07,teriyaki chicken
2021-07-07,ngoh hiang
2021-07-07,season veggi
2021-07-07,slice meat w ginger egg soup
2021-07-07,mix bean w fri
2021-07-07,fish w ginger/spr onion
2021-07-07,sweet & sour beancurd
2021-07-07,siao bai chye w garlic
2021-07-07,slice meat w bitter gourd soup
2021-07-07,otah cube
2021-07-07,otah
2021-07-07,prawn past chicken
2021-07-07,dong fen fri egg
2021-07-07,veggi w carrot
2021-07-07,yu zhu/r date pork rib soup
2021-07-07,deep fri
2021-07-07,assam fish
2021-07-07,hairi gourd w slice meat
2021-07-07,cabbag w ham
2021-07-07,winter melon w barley soup
2021-07-07,chees fish cake
2021-07-07,sweet & sour chicken
2021-07-07,stir fri kai lan
2021-07-07,season bean special
2021-07-07,black bean/gouji pork rib soup
2021-07-07,crab pincer ball
2021-07-07,gong bao chicken
2021-07-07,sweet & sour fish
2021-07-07,season veggi
2021-07-07,carrot w chye sin chicken soup
2021-07-07,mushroom tofu
2021-07-07,western fri chicken
2021-07-07,chicken bulgogi
2021-07-07,western fri chicken
2021-07-07,black pepper fish
2021-07-07,veggi w beancurd skin
2021-07-07,sweet corn w carrot soup
2021-07-07,gui hua egg
2021-07-07,stew chicken w jin zhen gu
2021-07-07,bitter gourd fri egg
2021-07-07,stir fri long bean w eggplant and minc meat
2021-07-07,chines yam w pork rib soup
2021-07-07,deep fri
2021-07-07,curri fish
2021-07-07,broccoli w meat
2021-07-07,ikan bili guoji w spinach
2021-07-07,salt veg w tofu soup
2021-07-07,fri veggi cake
2021-07-07,brais pork w beancurd
2021-07-07,cauliflow w mushroom and carrot
2021-07-07,shrimp roll
2021-07-07,herbal soup
2021-07-07,steam egg w luncheon meat
2021-07-07,teriyaki chicken
2021-07-07,ngoh hiang
2021-07-07,season veggi
2021-07-07,slice meat w ginger egg soup
2021-07-07,mix bean w fri
2021-07-07,fish w ginger/spr onion
2021-07-07,sweet & sour beancurd
2021-07-07,siao bai chye w garlic
2021-07-07,slice meat w bitter gourd soup
2021-07-07,otah cube
2021-07-07,otah
2021-07-07,prawn past chicken
2021-07-07,dong fen fri egg
2021-07-07,veggi w carrot
2021-07-07,yu zhu/r date pork rib soup
2021-07-07,deep fri
2021-07-07,assam fish
2021-07-07,garlic french bean with carrot
2021-07-07,japcha (glass noddle)
2021-07-07,miso tofu soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice / sweet corn fri rice
2021-07-07,crispi cereal fish
2021-07-07,cabbag with dri shrimp
2021-07-07,steam egg with minc chicken
2021-07-07,watercress soup
2021-07-07,seawe chicken
2021-07-07,white rice/ brown rice / kampung fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,ikan bakar
2021-07-07,saute chye sim with oyster sauc
2021-07-07,buffalo wing
2021-07-07,green bean soup
2021-07-07,potato begedil
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,thai green curri chicken
2021-07-07,kailan w/ mushroom
2021-07-07,egg omettl
2021-07-07,tomyum soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice /oliv fri rice
2021-07-07,black pepper chicken chop
2021-07-07,cauliflow & broccoli
2021-07-07,potato wedg
2021-07-07,abc soup
2021-07-07,coleslaw
2021-07-07,white rice/ brown rice / butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,black pepper fish
2021-07-07,veggi w beancurd skin
2021-07-07,sweet corn w carrot soup
2021-07-07,gui hua egg
2021-07-07,stew chicken w jin zhen gu
2021-07-07,bitter gourd fri egg
2021-07-07,stir fri long bean w eggplant and minc meat
2021-07-07,chines yam w pork rib soup
2021-07-07,deep fri
2021-07-07,curri fish
2021-07-07,broccoli w meat
2021-07-07,ikan bili guoji w spinach
2021-07-07,salt veg w tofu soup
2021-07-07,fri veggi cake
2021-07-07,brais pork w beancurd
2021-07-07,cauliflow w mushroom and carrot
2021-07-07,shrimp roll
2021-07-07,herbal soup
2021-07-07,steam egg w luncheon meat
2021-07-07,teriyaki chicken
2021-07-07,ngoh hiang
2021-07-07,season veggi
2021-07-07,slice meat w ginger egg soup
2021-07-07,mix bean w fri
2021-07-07,fish w ginger/spr onion
2021-07-07,sweet & sour beancurd
2021-07-07,siao bai chye w garlic
2021-07-07,slice meat w bitter gourd soup
2021-07-07,otah cube
2021-07-07,otah
2021-07-07,prawn past chicken
2021-07-07,hairi gourd w slice meat
2021-07-07,cabbag w ham
2021-07-07,winter melon w barley soup
2021-07-07,chees fish cake
2021-07-07,sweet & sour chicken
2021-07-07,stir fri kai lan
2021-07-07,season bean special
2021-07-07,black bean/gouji pork rib soup
2021-07-07,crab pincer ball
2021-07-07,gong bao chicken
2021-07-07,sweet & sour fish
2021-07-07,season veggi
2021-07-07,carrot w chye sin chicken soup
2021-07-07,mushroom tofu
2021-07-07,chines watercress soup
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,herbal chicken
2021-07-07,cai xin w/ carrot
2021-07-07,cereal tofu
2021-07-07,white fugu with papaya dessert
2021-07-07,crispi spring roll
2021-07-07,white rice/ brown rice /fri rice
2021-07-07,sweet & sour fish
2021-07-07,saute beansprout w/ chive
2021-07-07,claypot tofu
2021-07-07,winter melon soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice /wok fri rice
2021-07-07,satay chicken
2021-07-07,sayur lodeh
2021-07-07,garlic cauliflow with carrot
2021-07-07,tomato egg soup
2021-07-07,sambal fish ball
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,morocaan chicken
2021-07-07,broccoli & cauliflow
2021-07-07,chipol sauag with caramilis onion
2021-07-07,swiss roll
2021-07-07,corn-on-cob
2021-07-07,white rice/ brown rice / pasta aglio olio
2021-07-07,korean grill saba fish
2021-07-07,cabbag with carrot
2021-07-07,tofu w/ japanes ginger soy
2021-07-07,miso soup
2021-07-07,crispi sotong ball
2021-07-07,dong fen fri egg
2021-07-07,veggi w carrot
2021-07-07,yu zhu/r date pork rib soup
2021-07-07,deep fri
2021-07-07,assam fish
2021-07-07,hairi gourd w slice meat
2021-07-07,cabbag w ham
2021-07-07,winter melon w barley soup
2021-07-07,chees fish cake
2021-07-07,sweet & sour chicken
2021-07-07,stir fri kai lan
2021-07-07,season bean special
2021-07-07,black bean/gouji pork rib soup
2021-07-07,crab pincer ball
2021-07-07,gong bao chicken
2021-07-07,sweet & sour fish
2021-07-07,season veggi
2021-07-07,carrot w chye sin chicken soup
2021-07-07,mushroom tofu
2021-07-07,white rice/ brown rice /garlic fri rice
2021-07-07,thai basil minc chicken
2021-07-07,xiao bai chye
2021-07-07,brais tofu with shimeji mushroom
2021-07-07,red spinach soup
2021-07-07,thai fish cake
2021-07-07,white rice/ brown rice /pineappl fri rice
2021-07-07,steam seabass with soy sauc
2021-07-07,gan xiang eggplant w/ capsicum
2021-07-07,garlic french bean
2021-07-07,winter melon soup
2021-07-07,chicken ngoh hiang
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,chicken katsu
2021-07-07,japanes veget curri
2021-07-07,stir fri egg with tofu
2021-07-07,seawe soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice / oliv fri rice
2021-07-07,public holiday
2021-07-07,hari raya haji
2021-07-07,vietnames lemongrass chicken
2021-07-07,cai xin with carrot
2021-07-07,claypot tofu
2021-07-07,old cucumb soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice / fri rice
2021-07-07,bake fish with garlic butter sauc
2021-07-07,"bake pumpkin, carrot & zuchini"
2021-07-07,chicken bulgogi
2021-07-07,broccoli & cauliflow
2021-07-07,red bean soup dessert
2021-07-07,garlic bread
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,brais chicken with black fugu
2021-07-07,winter melon w/ glass noodl
2021-07-07,fuyong egg
2021-07-07,peanut lotu root soup
2021-07-07,salt egg nugget
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,lemon thyme chicken
2021-07-07,broccoli & cauliflow
2021-07-07,coleslaw
2021-07-07,abc soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,chines watercress soup
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,fish cutlet
2021-07-07,garlic french bean with carrot
2021-07-07,garlic french bean with carrot
2021-07-07,japcha (glass noddle)
2021-07-07,miso tofu soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice / sweet corn fri rice
2021-07-07,crispi cereal fish
2021-07-07,cabbag with dri shrimp
2021-07-07,steam egg with minc chicken
2021-07-07,watercress soup
2021-07-07,seawe chicken
2021-07-07,white rice/ brown rice / kampung fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,ikan bakar
2021-07-07,saute chye sim with oyster sauc
2021-07-07,buffalo wing
2021-07-07,green bean soup
2021-07-07,potato begedil
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,thai green curri chicken
2021-07-07,kailan w/ mushroom
2021-07-07,chicken bulgogi
2021-07-07,chiploata sauag
2021-07-07,swiss roll
2021-07-07,potato wedg
2021-07-07,white rice/ brown rice /aglio olio
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,egg omettl
2021-07-07,tomyum soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice /oliv fri rice
2021-07-07,black pepper chicken chop
2021-07-07,cauliflow & broccoli
2021-07-07,potato wedg
2021-07-07,abc soup
2021-07-07,coleslaw
2021-07-07,white rice/ brown rice / butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,chines watercress soup
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,herbal chicken
2021-07-07,cai xin w/ carrot
2021-07-07,cereal tofu
2021-07-07,white fugu with papaya dessert
2021-07-07,crispi spring roll
2021-07-07,white rice/ brown rice /fri rice
2021-07-07,sweet & sour fish
2021-07-07,saute beansprout w/ chive
2021-07-07,claypot tofu
2021-07-07,winter melon soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice /wok fri rice
2021-07-07,satay chicken
2021-07-07,sayur lodeh
2021-07-07,garlic cauliflow with carrot
2021-07-07,tomato egg soup
2021-07-07,sambal fish ball
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,morocaan chicken
2021-07-07,broccoli & cauliflow
2021-07-07,chipol sauag with caramilis onion
2021-07-07,swiss roll
2021-07-07,corn-on-cob
2021-07-07,white rice/ brown rice / pasta aglio olio
2021-07-07,korean grill saba fish
2021-07-07,cabbag with carrot
2021-07-07,tofu w/ japanes ginger soy
2021-07-07,garlic french bean with carrot
2021-07-07,japcha (glass noddle)
2021-07-07,miso tofu soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice / sweet corn fri rice
2021-07-07,crispi cereal fish
2021-07-07,cabbag with dri shrimp
2021-07-07,steam egg with minc chicken
2021-07-07,watercress soup
2021-07-07,seawe chicken
2021-07-07,white rice/ brown rice / kampung fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,ikan bakar
2021-07-07,saute chye sim with oyster sauc
2021-07-07,buffalo wing
2021-07-07,green bean soup
2021-07-07,potato begedil
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,thai green curri chicken
2021-07-07,kailan w/ mushroom
2021-07-07,egg omettl
2021-07-07,tomyum soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice /oliv fri rice
2021-07-07,black pepper chicken chop
2021-07-07,cauliflow & broccoli
2021-07-07,potato wedg
2021-07-07,abc soup
2021-07-07,coleslaw
2021-07-07,white rice/ brown rice / butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,chines watercress soup
2021-07-07,miso soup
2021-07-07,crispi sotong ball
2021-07-07,white rice/ brown rice /garlic fri rice
2021-07-07,thai basil minc chicken
2021-07-07,xiao bai chye
2021-07-07,brais tofu with shimeji mushroom
2021-07-07,red spinach soup
2021-07-07,thai fish cake
2021-07-07,white rice/ brown rice /pineappl fri rice
2021-07-07,steam seabass with soy sauc
2021-07-07,gan xiang eggplant w/ capsicum
2021-07-07,garlic french bean
2021-07-07,winter melon soup
2021-07-07,chicken ngoh hiang
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,chicken katsu
2021-07-07,japanes veget curri
2021-07-07,stir fri egg with tofu
2021-07-07,seawe soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice / oliv fri rice
2021-07-07,public holiday
2021-07-07,hari raya haji
2021-07-07,vietnames lemongrass chicken
2021-07-07,cai xin with carrot
2021-07-07,claypot tofu
2021-07-07,old cucumb soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice / fri rice
2021-07-07,bake fish with garlic butter sauc
2021-07-07,"bake pumpkin, carrot & zuchini"
2021-07-07,broccoli & cauliflow
2021-07-07,red bean soup dessert
2021-07-07,garlic bread
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,herbal chicken
2021-07-07,cai xin w/ carrot
2021-07-07,cereal tofu
2021-07-07,white fugu with papaya dessert
2021-07-07,crispi spring roll
2021-07-07,white rice/ brown rice /fri rice
2021-07-07,sweet & sour fish
2021-07-07,saute beansprout w/ chive
2021-07-07,claypot tofu
2021-07-07,winter melon soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice /wok fri rice
2021-07-07,satay chicken
2021-07-07,sayur lodeh
2021-07-07,garlic cauliflow with carrot
2021-07-07,tomato egg soup
2021-07-07,sambal fish ball
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,morocaan chicken
2021-07-07,broccoli & cauliflow
2021-07-07,chipol sauag with caramilis onion
2021-07-07,swiss roll
2021-07-07,corn-on-cob
2021-07-07,white rice/ brown rice / pasta aglio olio
2021-07-07,korean grill saba fish
2021-07-07,cabbag with carrot
2021-07-07,tofu w/ japanes ginger soy
2021-07-07,miso soup
2021-07-07,crispi sotong ball
2021-07-07,white rice/ brown rice /garlic fri rice
2021-07-07,thai basil minc chicken
2021-07-07,xiao bai chye
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,brais chicken with black fugu
2021-07-07,winter melon w/ glass noodl
2021-07-07,fuyong egg
2021-07-07,peanut lotu root soup
2021-07-07,salt egg nugget
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,lemon thyme chicken
2021-07-07,broccoli & cauliflow
2021-07-07,coleslaw
2021-07-07,abc soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,chines watercress soup
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,fish cutlet
2021-07-07,garlic french bean with carrot
2021-07-07,chiploata sauag
2021-07-07,swiss roll
2021-07-07,potato wedg
2021-07-07,white rice/ brown rice /aglio olio
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,brais tofu with shimeji mushroom
2021-07-07,red spinach soup
2021-07-07,thai fish cake
2021-07-07,white rice/ brown rice /pineappl fri rice
2021-07-07,steam seabass with soy sauc
2021-07-07,gan xiang eggplant w/ capsicum
2021-07-07,garlic french bean
2021-07-07,winter melon soup
2021-07-07,chicken ngoh hiang
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,chicken katsu
2021-07-07,japanes veget curri
2021-07-07,stir fri egg with tofu
2021-07-07,seawe soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice / oliv fri rice
2021-07-07,public holiday
2021-07-07,hari raya haji
2021-07-07,vietnames lemongrass chicken
2021-07-07,cai xin with carrot
2021-07-07,claypot tofu
2021-07-07,old cucumb soup
2021-07-07,spring roll
2021-07-07,white rice/ brown rice / fri rice
2021-07-07,bake fish with garlic butter sauc
2021-07-07,"bake pumpkin, carrot & zuchini"
2021-07-07,broccoli & cauliflow
2021-07-07,red bean soup dessert
2021-07-07,garlic bread
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,brais chicken with black fugu
2021-07-07,winter melon w/ glass noodl
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,fuyong egg
2021-07-07,peanut lotu root soup
2021-07-07,salt egg nugget
2021-07-07,white rice/ brown rice / egg fri rice
2021-07-07,lemon thyme chicken
2021-07-07,broccoli & cauliflow
2021-07-07,coleslaw
2021-07-07,abc soup
2021-07-07,bread scallop
2021-07-07,white rice/ brown rice /butter rice
2021-07-07,spring onion & ginger fish
2021-07-07,xiao bai chye
2021-07-07,crispi chicken wing
2021-07-07,chines watercress soup
2021-07-07,ngoh hiang
2021-07-07,white rice/ brown rice /wok toss fri rice
2021-07-07,teriyaki chicken
2021-07-07,saute beansprout with chive
2021-07-07,tofu with japanes ginger soy
2021-07-07,seawe soup
2021-07-07,seafood wanton
2021-07-07,white rice/ brown rice / garlic rice
2021-07-07,fish cutlet
2021-07-07,garlic french bean with carrot
2021-07-07,chiploata sauag
2021-07-07,swiss roll
2021-07-07,potato wedg
2021-07-07,white rice/ brown rice /aglio olio
2021-07-07,ayam panggang
2021-07-07,mix veget
2021-07-07,tahu goreng
2021-07-07,abc soup
2021-07-07,chees tofu
2021-07-07,white rice/ brown rice /nasi kunyit
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,season veget
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,golden needl chicken
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
2021-07-07,season veget
2021-07-07,winter melon & corn soup
2021-07-07,fri wanton
2021-07-07,mongolian chicken
2021-07-07,steam tanghoon egg
2021-07-07,season veget
2021-07-07,peanut soup
2021-07-07,stir-fri mix mushromm
2021-07-07,cereal fish
2021-07-07,sambal tau gua w minc chicken
2021-07-07,season veget
2021-07-07,pumpkin soup
2021-07-07,oyster beancurd skin
2021-07-07,kung pow chicken
2021-07-07,brais flat ngoh hiang
2021-07-07,season veget
2021-07-07,lotu soup
2021-07-07,cereal prawn
2021-07-07,golden needl chicken
2021-07-07,mapo beancurd
2021-07-07,season veget
2021-07-07,bamboo soup
2021-07-07,fri wa wa fish ball
2021-07-07,oyster bittergoud fish
2021-07-07,potato cube w minc chicken
